principalInvestigator,country,locality,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Alessandro Catenazzi,Italy,Italy,2015,,,4130,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,12,17,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2b7247e7387e2bfe0a3a46ca07b5dfd0a,https://n2t.net/ark:/21547/DVq24130,BdTri,243,,,
Alessandro Catenazzi,Peru,Peru,2014,,,163.14,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bd,TRUE,NA,0.717334867,NA,FALSE,7,25,,,37.9070015,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr27a57fda8686323e2362b8ad5c23a18fd,https://n2t.net/ark:/21547/DVq2163.14,BdTri,243,,,
Alessandro Catenazzi,Peru,Peru,2014,,,85.14,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bd,FALSE,NA,0,NA,FALSE,7,23,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2729a39882f66022f052a431993220541,https://n2t.net/ark:/21547/DVq285.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1417.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr285159da9714958d37bb684e42df36e4e,https://n2t.net/ark:/21547/DVq21417.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1425.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2f3abb5359362ea51e1ce2a547bab3b0e,https://n2t.net/ark:/21547/DVq21425.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1416.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2951e2d9bd688183f57558a6ecc826c5d,https://n2t.net/ark:/21547/DVq21416.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1406.14,LivingSpecimen,Desmognathus,monticola,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2b1e37c6ae20ffca45dd7cd7969ea7bca,https://n2t.net/ark:/21547/DVq21406.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1408.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2009e51400a48d15b2b7a687a1d858dc7,https://n2t.net/ark:/21547/DVq21408.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1423.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr22f970ff2d8409d694880efb1fa3d6e0e,https://n2t.net/ark:/21547/DVq21423.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1426.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2c88aa169f45909acbae7ef4f8aeec438,https://n2t.net/ark:/21547/DVq21426.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1427.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2e995178cd1e690eb04a71b194e00ca24,https://n2t.net/ark:/21547/DVq21427.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1415.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2fdc071fe09b99e1e6ef552ecda10d359,https://n2t.net/ark:/21547/DVq21415.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1428.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr245f7f5155c0e560f64716128cc83fca1,https://n2t.net/ark:/21547/DVq21428.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1429.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr272a600e38f424dc695887a0eacbac6e1,https://n2t.net/ark:/21547/DVq21429.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1414.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2d74a62ed0b11a8a53ed3700d507dbeb6,https://n2t.net/ark:/21547/DVq21414.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1419.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2a963d3bb78ff4490b4c29ab35cdd2c95,https://n2t.net/ark:/21547/DVq21419.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1413.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr23b83df251bc647cea846b0ebd6d78816,https://n2t.net/ark:/21547/DVq21413.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1420.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2864b1624caabedc3a10465a8c5719810,https://n2t.net/ark:/21547/DVq21420.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1412.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr26a0f931c5cdedbebcc49bd22a5ead5ce,https://n2t.net/ark:/21547/DVq21412.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1411.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2022830ec212e3bf1c365985a30c7fb10,https://n2t.net/ark:/21547/DVq21411.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1405.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2eb15de146bfe530dc26413d0027b9b20,https://n2t.net/ark:/21547/DVq21405.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1410.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2c95e8f1a65170fd727c2807c4c0855af,https://n2t.net/ark:/21547/DVq21410.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1409.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2055b0ea011adbf50000fac3794d6215b,https://n2t.net/ark:/21547/DVq21409.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1424.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr25d3e6e663c0387bb1cc3fdc54a025c4d,https://n2t.net/ark:/21547/DVq21424.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1407.14,LivingSpecimen,Desmognathus,wrighti,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2d3bf645ff51ca2748c0e98e828b536d6,https://n2t.net/ark:/21547/DVq21407.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1418.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2e8d4d91c12fdae40cdaf73f71b8730af,https://n2t.net/ark:/21547/DVq21418.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1421.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr244dcef55efb845329e5b0b8c4856f471,https://n2t.net/ark:/21547/DVq21421.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1400.14,LivingSpecimen,Eurycea,wilderae,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2d343c4b5e6d1ecdde7ce7a05f4466487,https://n2t.net/ark:/21547/DVq21400.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1401.14,LivingSpecimen,Eurycea,bislineata,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2e8fcfa3c5a071c3fc172219bcf10ac90,https://n2t.net/ark:/21547/DVq21401.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1402.14,LivingSpecimen,Eurycea,bislineata,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr284ed77d04c304cd43c9c848673fff29e,https://n2t.net/ark:/21547/DVq21402.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1403.14,LivingSpecimen,Eurycea,bislineata,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr224aa24041207010377f4162b9e81cdcf,https://n2t.net/ark:/21547/DVq21403.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1430.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2b17cf45d8626256f4e13de122c86ba15,https://n2t.net/ark:/21547/DVq21430.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1404.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr20eb8dec63f0f3ff17ed150ea66e1ae1e,https://n2t.net/ark:/21547/DVq21404.14,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1422.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2d80cd88b1bc4d6888cabb4d01f2f1e3b,https://n2t.net/ark:/21547/DVq21422.14,BdTri,243,,,
Alessandro Catenazzi,Peru,Peru,2014,,,84.14,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bd,FALSE,NA,0,NA,FALSE,7,23,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2e106fad40ef1a227f9e874c1d8f0e348,https://n2t.net/ark:/21547/DVq284.14,BdTri,243,,,
Alessandro Catenazzi,Peru,Peru,2014,,,959.14,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bd,TRUE,NA,0.032119077,NA,FALSE,7,3,,,42.77728271,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr28d840d7d7c247a8afe0ba6e769860eb5,https://n2t.net/ark:/21547/DVq2959.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,243.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr29dd5711ba914d55841d61d49f7648b77,https://n2t.net/ark:/21547/DVq2243.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,248.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2ec1adfbc67b4de180c262a88b4d787ec,https://n2t.net/ark:/21547/DVq2248.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,247.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2a1fdef6a33bc6c9659801ce3a1864501,https://n2t.net/ark:/21547/DVq2247.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,246.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr21483fccf868a9a924b3739d9c12f4ad2,https://n2t.net/ark:/21547/DVq2246.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,245.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2017ed0f3eb891a74f67401b670b09d20,https://n2t.net/ark:/21547/DVq2245.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,244.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2bd58546dfa28af858ecbf60764b54c83,https://n2t.net/ark:/21547/DVq2244.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,242.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr209099a29428ac8cd4a6adf136e3957cc,https://n2t.net/ark:/21547/DVq2242.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,241.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2db0f17773aaac6734cba745603462839,https://n2t.net/ark:/21547/DVq2241.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2014,,,240.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,3,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr26961d2661d5433d3bdc9dc8e53fa79d7,https://n2t.net/ark:/21547/DVq2240.14,BdTri,243,,,
Alessandro Catenazzi,Peru,Peru,2015,,,599.15,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bd,FALSE,NA,0,NA,FALSE,6,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr26a6e22cc6b07c58d063db4f27bc2d63c,https://n2t.net/ark:/21547/DVq2599.15,BdTri,243,,,
Alessandro Catenazzi,Peru,Peru,2013,,,V195.13,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bd,FALSE,NA,0,NA,FALSE,7,15,,,,Catenazzi Lab,,,,,30,,,,,,,,,Ethan Baruch  |  Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr23b188d804f142e2453d5bf0f84818cd6,https://n2t.net/ark:/21547/DVq2V195.13,BdTri,243,,,
Alessandro Catenazzi,USA,USA,2014,,,1442.14,LivingSpecimen,Eurycea,bislineata,swabbing,,Bd,FALSE,NA,0,NA,FALSE,10,25,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr225c8877a5ff10ccd3f5ac8c79a43a3bf,https://n2t.net/ark:/21547/DVq21442.14,BdTri,243,,,
Alessandro Catenazzi,Peru,Peru,2014,,,1169.14,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bd,FALSE,NA,0,NA,FALSE,7,14,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr25ebb07557bf45c91b695c49a73259169,https://n2t.net/ark:/21547/DVq21169.14,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2015,,,4202,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,12,22,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr259a07f341eea768f4e870f69cd973681,https://n2t.net/ark:/21547/DVq24202,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2015,,,4206,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,12,22,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2cd853cc40d6e308f166e04d740af3f9f,https://n2t.net/ark:/21547/DVq24206,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2015,,,4196,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,12,22,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr29bad0c16d5ef46171f3a18a868a6e07d,https://n2t.net/ark:/21547/DVq24196,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2015,,,4198,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,12,22,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr28d0b826a6940578f7f491e16efd0df00,https://n2t.net/ark:/21547/DVq24198,BdTri,243,,,
Alessandro Catenazzi,Italy,Italy,2015,,,4204,LivingSpecimen,Salamandra,salamandra,swabbing,,Bd,FALSE,NA,0,NA,FALSE,12,22,,,,Catenazzi Lab,,,,,30,,,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DVr2c05542cc6ab6dc05dc4f7d59efcbcf4f,https://n2t.net/ark:/21547/DVq24204,BdTri,243,,,
